age,workclass,fnlwgt,capital-gain
30, Private,685955,0
32, Private,72887,0
34, Private,135304,0
27, Private,218781,0
23, Private,126540,0
33, Private,261943,0
34, State-gov,111843,3325
71, Self-emp-not-inc,401203,0
56, Private,117400,0
61, ?,113658,0
40, Local-gov,166822,0
35, Private,151322,0
21, Private,102684,0
54, Self-emp-not-inc,152652,0
24, Private,193416,0
35, Private,103323,0
37, Self-emp-not-inc,33975,0
20, ?,163665,0
59, Private,187485,0
50, Private,110327,0
28, Private,179498,0
37, Local-gov,197915,0
51, Private,103995,10520
46, Private,123807,0
23, Private,43535,0
57, Self-emp-not-inc,200316,0
60, Private,125832,0
51, State-gov,71691,0
50, Private,168212,0
45, Federal-gov,98320,914
41, Private,173307,0
56, Private,442116,0
18, Private,130849,0
51, Private,159015,0
32, Private,147921,0
48, Private,268022,7298
51, Private,253357,0
50, Private,339954,0
32, State-gov,347623,3411
53, Federal-gov,169112,0
37, Private,166213,0
62, Private,216765,0
51, Private,335997,0
18, ?,354236,0
70, Private,178120,0
54, Private,312631,0
67, Local-gov,31924,2964
34, Federal-gov,96483,0
26, Private,305304,0
52, Local-gov,111722,0
24, Private,197554,0
51, Private,257126,0
27, Private,101597,0
23, Private,220115,0
38, Private,210844,0
25, Self-emp-inc,66935,0
81, Private,192813,0
35, Self-emp-not-inc,95639,0
40, Self-emp-not-inc,223881,0
33, Private,223105,0
33, Private,192644,0
45, Self-emp-not-inc,58683,5178
22, Private,162282,0
38, State-gov,239539,0
46, Private,117849,99999
17, Private,99237,0
18, ?,149343,0
42, Self-emp-not-inc,193882,0
41, Private,107845,0
58, Private,268295,0
43, Private,71269,0
42, Self-emp-inc,204598,3464
19, ?,98283,0
45, Self-emp-inc,188694,0
41, Private,201908,0
38, Private,191137,0
58, Self-emp-not-inc,129786,0
37, Private,302903,0
34, Private,143526,0
23, Private,182117,0
47, Private,172753,0
37, Private,139770,0
47, Private,215686,0
31, Private,181388,0
57, Private,81973,15024
44, Private,328581,0
64, Private,110110,0
31, Private,174201,0
40, Private,137421,0
34, Private,153927,0
28, Federal-gov,187649,0
72, Private,149992,0
21, Private,234640,0
52, Local-gov,311569,0
44, Private,182383,0
57, State-gov,344381,7688
35, Self-emp-not-inc,280570,0
21, Private,215039,0
38, Local-gov,339442,0
28, Local-gov,168065,0
59, Private,47534,0
54, Local-gov,116428,0
25, Private,121789,0
29, State-gov,143139,0
18, Private,187790,0
31, Private,140559,0
17, Private,184025,0
47, Private,257824,0
42, Private,89226,7688
21, Private,145917,0
32, Private,207301,0
51, Private,135388,0
24, Private,266467,0
60, Private,200047,0
29, Federal-gov,121040,0
24, Private,199694,0
43, Private,301007,7298
64, Self-emp-not-inc,253759,0
53, Private,120839,0
64, State-gov,33342,0
41, Private,205195,0
30, Private,362873,0
25, Private,104614,0
27, Self-emp-not-inc,32280,0
30, Private,191777,0
39, Private,144169,0
28, Private,264076,0
33, Private,119164,0
41, Private,126845,0
24, Private,228395,0
32, Private,242654,0
69, Self-emp-not-inc,30951,0
36, Private,48855,0
57, Self-emp-not-inc,50791,0
58, Local-gov,248739,0
26, Private,165418,0
17, Private,79464,0
36, Local-gov,321247,0
44, Private,104269,0
39, Self-emp-inc,129573,0
41, Private,222142,3464
24, Private,126613,0
54, Private,145548,0
26, Private,331861,0
39, Private,156261,0
27, Private,173944,0
25, Private,69739,0
32, Private,266345,0
30, Private,278006,0
50, Self-emp-inc,82578,0
66, Private,154164,0
25, Private,250038,0
48, Private,175468,0
23, State-gov,435835,0
70, Private,135601,20051
20, State-gov,162945,0
18, Private,244115,0
29, Private,351902,0
33, Private,291414,0
27, Private,278736,0
44, Private,138975,0
32, Private,165295,0
49, Self-emp-inc,93557,0
66, Self-emp-not-inc,176315,401
35, Private,187167,0
24, Private,241582,0
31, Private,247328,0
75, Self-emp-not-inc,157778,15831
66, Self-emp-not-inc,67765,0
19, ?,229431,0
46, Private,192203,0
31, Private,93326,0
46, Private,118889,0
29, State-gov,237028,0
63, Private,156127,0
46, Private,151325,0
52, Private,311350,0
44, Self-emp-not-inc,273465,0
66, Private,172646,1173
51, Private,379797,0
38, Private,131827,0
26, State-gov,158734,0
35, Private,233533,0
48, Private,246367,0
42, Local-gov,142049,0
50, Private,101119,0
26, Private,104830,594
42, Private,173981,0
63, Private,195338,15024
18, Private,64253,0
56, Private,182062,0
33, Private,111696,0
41, ?,168071,0
42, Private,314369,0
37, Private,178877,0
42, Private,111483,0
18, ?,192321,0
62, Private,171757,0
29, Federal-gov,157313,0
20, Private,38772,0
36, Federal-gov,72338,0
67, Self-emp-not-inc,132626,0
50, Private,176240,0
40, Private,202692,0
18, Private,70021,0
55, Private,181242,0
48, Private,196707,0
80, Local-gov,81534,1086
25, Private,137658,0
24, Private,253190,0
46, Private,233059,0
22, State-gov,177787,0
35, Self-emp-not-inc,193026,0
62, Self-emp-not-inc,271464,0
40, Private,199689,0
27, Federal-gov,190653,0
40, Private,359389,0
49, Self-emp-not-inc,181717,0
52, Private,245127,0
21, Private,274398,0
41, Self-emp-not-inc,344624,0
35, Private,169037,0
22, Private,221406,0
71, Private,211707,0
73, ?,185939,0
33, Private,227026,0
38, Private,187847,0
19, Private,238144,0
29, Private,243660,0
26, Private,102476,0
56, Local-gov,238405,0
29, Private,187479,0
40, Private,168294,0
52, ?,129893,0
55, Private,172642,0
19, Private,208066,0
39, Private,247558,0
36, Private,99233,0
46, Private,430278,0
33, State-gov,204374,0
30, Private,136832,0
54, Federal-gov,151135,0
17, Private,95875,0
39, Private,360494,0
21, ?,187581,0
53, Private,98659,0
45, Private,252242,99999
24, Private,411238,0
47, Self-emp-not-inc,199083,0
38, Private,222573,0
44, Private,245317,0
45, Private,216414,7688
32, Private,236396,0
24, Private,311826,0
38, Private,172538,0
38, Private,43712,0
33, Private,272669,0
50, Private,137299,0
40, Private,171305,0
33, Local-gov,190027,0
20, Private,376416,0
17, Local-gov,236831,0
27, Private,170148,0
66, Private,366425,0
53, Private,95864,15024
71, Private,37435,0
39, Self-emp-not-inc,151835,0
36, Private,149419,0
20, ?,224238,0
56, Private,359972,0
60, Private,23063,0
43, Private,198282,0
46, Self-emp-inc,211020,15024
42, Private,104196,0
56, Private,133819,0
31, Private,328734,0
34, Self-emp-not-inc,41210,0
38, Private,225399,0
32, ?,13862,0
32, Local-gov,43959,0
44, Private,83827,0
24, Private,157332,0
48, Private,163706,15024
43, Private,211517,0
69, ?,92852,0
39, Self-emp-not-inc,192626,0
55, Private,115439,0
27, Private,98769,0
29, Private,66473,0
41, Self-emp-not-inc,138077,0
30, Local-gov,339388,0
28, Private,195520,0
68, Private,204680,0
55, Private,184948,0
37, Private,356231,0
55, Private,204334,0
60, Self-emp-inc,96660,0
44, Private,184871,0
45, Private,298950,0
37, Private,238802,0
58, ?,242670,0
47, Private,183186,0
18, Private,34125,0
23, Private,158996,0
35, Local-gov,203883,0
61, Self-emp-inc,248160,7688
54, Private,548361,0
21, Private,203914,0
53, State-gov,91121,0
46, Self-emp-not-inc,139397,0
56, Private,208640,0
46, Private,183013,0
36, Private,161141,0
54, Private,343333,0
35, State-gov,210866,0
26, Private,359854,0
49, Self-emp-inc,235646,0
60, Self-emp-not-inc,157588,0
55, Private,200734,0
21, Private,212213,0
38, Private,248941,0
41, Local-gov,291831,0
43, State-gov,114191,0
54, Self-emp-inc,151580,0
46, Private,331498,0
20, Private,139989,0
35, Private,187167,0
24, Private,299528,0
41, Private,226608,0
36, Private,306361,0
40, Self-emp-not-inc,213416,0
23, Private,85139,0
37, Private,48779,0
71, Self-emp-inc,146365,0
36, Private,355856,0
51, Private,39264,0
30, Private,117028,0
40, Private,266631,0
26, Private,152263,0
49, Private,387074,0
30, Private,245211,0
48, Private,136455,0
53, State-gov,153486,0
31, Private,105479,0
40, Private,409902,0
21, ?,133515,594
38, Private,89202,0
37, ?,185692,0
34, Private,157024,0
53, Private,230936,0
21, Private,57298,0
26, Private,82488,0
29, Private,606111,0
44, Private,235182,0
22, Private,150336,0
43, Federal-gov,145175,0
39, Private,186719,0
38, Local-gov,325538,0
67, Private,192995,0
31, Private,103596,0
30, Private,207172,0
53, Self-emp-not-inc,237729,3411
44, Private,121718,15024
43, Private,196344,0
22, Private,100235,0
31, Private,161153,0
44, Private,303619,0
88, Self-emp-not-inc,141646,0
21, Private,293726,0
31, Private,190772,0
35, Local-gov,91124,0
30, Private,318912,0
48, Private,355978,0
68, ?,81468,0
64, Private,183672,0
49, Private,140826,99999
44, Private,146659,0
18, Private,294720,0
34, Private,284629,0
29, Local-gov,128091,0
23, Private,153643,0
36, Self-emp-inc,173968,0
29, ?,168479,0
34, Private,303177,0
27, Self-emp-not-inc,189030,0
57, Local-gov,261584,0
24, Private,131230,0
54, Private,138852,0
18, Private,137532,0
25, Private,67222,0
28, Private,278736,0
87, Private,143574,0
54, Private,283725,0
21, Private,131404,0
43, Private,185015,0
43, Federal-gov,47902,3908
38, Private,272017,0
46, Private,224559,0
65, Private,138247,0
39, Private,365465,0
60, Self-emp-not-inc,69887,0
30, Private,203488,0
39, Private,57691,7298
35, Private,193815,0
31, Self-emp-not-inc,37284,0
39, Private,317434,0
33, Private,198613,0
27, Private,126060,0
31, Private,187560,0
77, ?,331863,0
40, State-gov,52498,0
58, Federal-gov,256466,7688
37, Local-gov,215618,0
39, Private,150057,0
30, Private,213714,0
20, Private,173095,0
36, ?,143774,0
30, Private,277488,0
39, Private,240468,0
43, Private,197609,0
25, Private,72294,0
42, Private,219155,0
38, Private,130277,0
67, Private,100718,0
57, Private,151474,0
21, Private,209955,0
35, Private,23892,0
40, Private,206927,0
35, Private,60135,0
74, ?,95630,0
19, Private,229516,0
36, Self-emp-not-inc,127740,0
39, State-gov,252662,0
17, ?,171080,0
47, ?,118358,0
32, Private,160594,0
32, Local-gov,393376,0
51, Federal-gov,321494,0
48, ?,289517,0
38, Private,331395,0
19, ?,199609,0
52, Private,178596,0
21, Private,198996,0
33, Private,222654,0
18, Private,293510,0
32, Self-emp-not-inc,176185,7298
28, Private,370509,0
45, Private,167381,0
21, Private,300445,0
24, Private,339602,0
53, Private,329222,0
54, Self-emp-not-inc,183668,0
28, Private,30014,0
20, ?,120820,0
23, Private,33021,0
33, State-gov,295662,0
45, Private,183168,0
47, Self-emp-not-inc,148738,0
35, Private,214738,0
20, Private,196758,0
35, Federal-gov,105527,0
50, Private,221495,0
40, Private,211938,0
50, Private,209320,0
33, Private,298785,0
37, Private,459192,0
37, Private,342642,0
25, Self-emp-not-inc,46015,0
17, Private,219199,0
49, Self-emp-not-inc,285858,0
66, Private,592029,0
24, Private,132247,0
50, Private,330543,0
56, Private,176613,0
68, Private,174895,0
65, Private,200408,0
67, Private,219687,0
17, Private,174466,0
27, Private,339921,0
47, Local-gov,330080,0
40, Private,151504,0
39, State-gov,275300,0
36, Private,178322,0
49, State-gov,209482,0
59, Private,157831,0
46, Private,224314,0
71, ?,144461,3456
42, Self-emp-not-inc,114580,0
46, Self-emp-inc,321764,0
41, Private,197907,0
20, State-gov,199884,0
30, Private,332975,0
29, Private,37599,0
28, Private,52199,0
61, Self-emp-not-inc,45795,0
30, Private,154120,0
27, Private,217530,0
58, Self-emp-not-inc,426263,0
37, Private,406664,0
24, Private,269799,0
48, Private,127738,0
24, Private,330724,0
47, Private,138999,4386
33, Private,152744,0
26, Private,155459,0
43, Private,222596,15024
29, Private,209173,0
33, Private,513977,0
45, Private,186410,0
44, Private,230684,0
44, Private,136986,0
34, State-gov,647591,0
25, Private,264300,0
59, Private,95967,0
33, Private,187802,0
45, Self-emp-inc,270079,0
58, Private,141379,0
18, Private,176653,0
35, Private,176900,0
55, Private,200217,0
43, Private,188331,0
36, Private,158363,0
42, Self-emp-not-inc,247422,0
45, Private,247120,0
20, Local-gov,37932,0
27, Self-emp-not-inc,32280,0
23, Private,197286,0
55, Private,228595,0
51, Private,81534,0
17, Private,165457,0
28, Private,209109,0
31, Private,141817,0
66, ?,249043,0
61, Self-emp-not-inc,185640,0
19, Private,400195,0
28, Private,267912,0
39, Private,370032,0
34, Private,191957,0
53, Private,361405,0
54, Private,103580,0
44, Private,116632,0
34, Private,185480,0
41, Private,94113,99999
26, Self-emp-not-inc,75654,0
38, Private,104727,0
28, Private,302406,0
63, Private,116993,0
51, Private,274528,0
53, Federal-gov,218382,0
35, Federal-gov,170425,0
49, Self-emp-inc,148437,0
43, Private,24264,0
50, State-gov,78923,0
49, Self-emp-inc,106169,0
43, Local-gov,211860,0
49, Private,250821,0
29, Private,202558,0
30, Private,96480,0
32, Private,215912,0
51, Self-emp-inc,182211,0
33, Federal-gov,206392,0
38, Private,150057,0
38, Self-emp-inc,105044,0
45, Private,168195,0
18, Federal-gov,54377,0
69, Self-emp-not-inc,118174,20051
54, Private,229375,0
44, Federal-gov,109414,0
40, Private,158275,0
40, Private,32185,0
20, Private,228452,0
36, Private,170174,15024
39, Private,162370,0
18, Private,260253,0
42, Private,252392,0
27, Private,99897,0
22, ?,52596,0
38, Private,48093,0
24, Private,275244,0
41, Private,173316,0
20, Private,162164,0
62, Private,166425,0
31, Private,203463,99999
35, Private,77792,0
58, Self-emp-inc,120384,0
20, Private,257470,0
38, Private,171482,0
29, Private,162298,0
21, Private,170273,0
27, Private,384774,0
48, State-gov,120131,0
34, Private,159442,0
33, Private,303942,0
29, Private,33436,0
45, Private,193407,0
22, Private,51985,1055
31, Local-gov,127651,0
25, Private,152246,0
59, Private,124137,2202
18, ?,209735,0
18, Private,241552,0
42, Private,174295,0
42, Self-emp-not-inc,165815,0
26, Local-gov,566066,0
18, ?,269373,0
20, Private,143604,0
18, Local-gov,294605,0
44, Private,122381,0
76, Local-gov,104443,0
34, Private,208116,0
60, Self-emp-inc,328011,0
19, Private,375079,0
35, Private,210945,7298
26, Private,169100,0
41, Private,30126,0
29, Private,165737,0
24, Private,200295,0
39, Private,553588,0
58, Local-gov,164970,0
40, Private,199031,0
29, Private,187750,0
44, Self-emp-not-inc,89413,0
27, Private,188171,0
52, Self-emp-inc,392502,0
40, Federal-gov,73883,0
59, Self-emp-inc,76860,99999
19, Private,376683,0
23, Private,189013,0
32, Private,190385,0
34, Private,154874,0
62, Private,175032,0
68, Self-emp-not-inc,338432,0
64, Private,30725,0
33, Local-gov,319280,0
64, Private,280957,0
42, Private,256813,0
60, Private,276213,0
35, Private,161496,0
33, Private,399531,0
74, Self-emp-not-inc,168951,0
38, Self-emp-not-inc,108140,0
43, Private,358677,0
36, Local-gov,127424,0
45, Self-emp-not-inc,163559,0
45, Self-emp-not-inc,390746,0
28, Private,187981,0
48, Private,187715,0
25, Private,192449,0
42, State-gov,381581,0
22, State-gov,211049,0
43, Private,214242,0
35, Private,190759,0
42, Self-emp-not-inc,209301,0
56, Self-emp-not-inc,118614,0
22, Private,124971,0
29, Private,198704,0
38, Local-gov,32587,0
51, Local-gov,227261,0
35, Private,250988,0
42, State-gov,147206,0
21, Private,25265,0
54, Local-gov,188446,0
19, Private,206017,0
36, Local-gov,287821,0
62, Federal-gov,223163,0
52, Private,38973,0
45, Private,370274,0
64, Private,271559,0
66, Private,171331,0
53, Private,201127,0
36, Private,64874,0
37, Private,202683,0
17, Self-emp-not-inc,103851,0
34, Private,196266,0
28, Private,303601,0
23, Private,43150,0
18, ?,193889,0
28, Private,177036,0
32, Self-emp-not-inc,135304,3942
17, Private,25982,0
51, State-gov,103063,7298
41, Private,328239,0
58, Private,142724,0
31, Private,198452,0
28, Private,285897,0
21, Private,34568,0
44, Self-emp-not-inc,136986,0
31, Self-emp-not-inc,404062,0
39, Private,80479,0
30, Private,433325,0
56, Self-emp-not-inc,368797,0
41, Private,157473,0
24, Private,193130,0
33, Private,91667,0
36, Private,153078,15024
31, Private,179673,0
39, Private,236648,0
41, Private,77357,0
19, Private,267796,0
57, Private,335276,0
35, Private,189102,0
34, Self-emp-not-inc,203051,0
38, Private,167440,0
21, Private,186087,0
25, Private,334267,0
49, Private,172246,0
34, Local-gov,117963,0
22, ?,374116,0
60, Private,304074,0
35, Private,212195,0
42, Self-emp-not-inc,52781,0
61, Local-gov,176671,0
24, Private,175778,0
26, Private,340126,0
64, Private,237581,0
47, Local-gov,246891,0
23, Private,181659,0
34, Private,209900,0
47, Private,151826,0
43, Self-emp-inc,210013,0
47, Self-emp-inc,120131,0
57, Private,366421,0
19, Private,137578,0
36, Private,89625,0
72, Self-emp-not-inc,298945,0
34, Local-gov,108247,0
